Latitude (decimal degrees):	48.777
Longitude (decimal degrees):	9.179
Elevation (m):	253
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	30.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230308:1510,1763.4,84.53,18.78,9.65,6.14,0.0
20230308:1610,875.7,49.08,9.86,10.25,5.86,0.0
20230308:1710,0.0,0.0,0.0,9.93,5.31,0.0
20230308:1810,0.0,0.0,0.0,9.29,5.59,0.0
20230308:1910,0.0,0.0,0.0,8.99,5.79,0.0
20230308:2010,0.0,0.0,0.0,9.07,6.21,0.0
20230308:2110,0.0,0.0,0.0,9.34,6.07,0.0
20230308:2210,0.0,0.0,0.0,9.47,5.79,0.0
20230308:2310,0.0,0.0,0.0,9.65,5.79,0.0
20230309:0010,0.0,0.0,0.0,9.39,5.45,0.0
20230309:0110,0.0,0.0,0.0,9.18,5.93,0.0
20230309:0210,0.0,0.0,0.0,9.51,6.62,0.0
20230309:0310,0.0,0.0,0.0,9.43,6.76,0.0
20230309:0410,0.0,0.0,0.0,8.84,7.45,0.0
20230309:0510,0.0,0.0,0.0,8.17,6.9,0.0
20230309:0610,0.0,3.44,2.55,7.64,5.79,0.0
20230309:0710,6933.3,288.38,12.06,8.11,5.17,0.0
20230309:0810,13395.6,520.83,20.8,8.53,5.45,0.0
20230309:0910,9327.9,366.03,28.23,8.98,5.66,0.0
20230309:1010,10972.8,427.93,33.69,9.58,7.1,0.0
20230309:1110,23821.5,935.26,36.48,10.19,7.38,0.0
20230309:1210,15158.7,589.35,36.15,10.12,6.97,0.0
20230309:1310,12268.2,479.75,32.75,10.26,5.86,0.0
20230309:1410,6889.8,277.61,26.82,10.69,5.86,0.0
20230309:1510,12043.5,478.19,19.07,10.6,3.93,0.0
20230309:1610,2658.0,123.72,10.13,10.74,3.59,0.0
20230309:1710,0.0,0.0,0.0,10.12,3.17,0.0
20230309:1810,0.0,0.0,0.0,9.19,2.9,0.0
20230309:1910,0.0,0.0,0.0,8.56,2.69,0.0
20230309:2010,0.0,0.0,0.0,8.15,3.03,0.0
20230309:2110,0.0,0.0,0.0,8.52,3.52,0.0
20230309:2210,0.0,0.0,0.0,8.44,4.07,0.0
20230309:2310,0.0,0.0,0.0,8.19,4.14,0.0
20230310:0010,0.0,0.0,0.0,8.4,4.21,0.0
20230310:0110,0.0,0.0,0.0,8.8,4.62,0.0
20230310:0210,0.0,0.0,0.0,8.98,5.1,0.0
20230310:0310,0.0,0.0,0.0,8.86,4.97,0.0
20230310:0410,0.0,0.0,0.0,8.73,4.76,0.0
20230310:0510,0.0,0.0,0.0,8.55,4.48,0.0
20230310:0610,0.0,1.72,2.89,8.36,4.34,0.0
20230310:0710,453.6,30.32,12.41,8.31,4.28,0.0
20230310:0810,3839.1,163.37,21.16,9.21,4.14,0.0
20230310:0910,16073.4,625.1,28.61,9.05,5.17,0.0
20230310:1010,5832.3,237.59,34.08,9.64,7.1,0.0
20230310:1110,5537.7,227.05,36.87,9.69,6.83,0.0
20230310:1210,4784.4,198.45,36.53,9.03,6.97,0.0
20230310:1310,3724.5,158.03,33.1,7.65,6.69,0.0
20230310:1410,6190.5,247.45,27.14,6.96,6.62,0.0
20230310:1510,4340.7,179.27,19.35,6.17,6.83,0.0
20230310:1610,1830.6,87.32,10.4,5.64,7.24,0.0
20230310:1710,0.0,0.0,0.0,5.05,7.24,0.0
20230310:1810,0.0,0.0,0.0,4.43,7.45,0.0
20230310:1910,0.0,0.0,0.0,4.03,7.45,0.0
20230310:2010,0.0,0.0,0.0,3.1,7.66,0.0
20230310:2110,0.0,0.0,0.0,2.08,7.17,0.0
20230310:2210,0.0,0.0,0.0,1.26,6.07,0.0
20230310:2310,0.0,0.0,0.0,0.71,5.38,0.0
20230311:0010,0.0,0.0,0.0,0.38,4.9,0.0
20230311:0110,0.0,0.0,0.0,0.14,4.69,0.0
20230311:0210,0.0,0.0,0.0,-0.12,4.14,0.0
20230311:0310,0.0,0.0,0.0,-0.49,3.59,0.0
20230311:0410,0.0,0.0,0.0,-0.63,3.31,0.0
20230311:0510,0.0,0.0,0.0,-1.03,2.97,0.0
20230311:0610,112.5,12.92,3.23,-1.24,2.62,0.0
20230311:0710,6150.6,247.8,12.75,-0.89,2.55,0.0
20230311:0810,15326.4,582.54,21.52,-0.29,2.48,0.0
20230311:0910,16274.7,621.23,28.99,0.52,2.21,0.0
20230311:1010,12562.2,481.56,34.47,1.23,1.86,0.0
20230311:1110,15370.5,593.89,37.27,1.95,1.79,0.0
20230311:1210,13548.3,523.97,36.91,2.72,1.79,0.0
20230311:1310,21526.2,855.1,33.45,3.19,1.66,0.0
20230311:1410,19118.7,748.26,27.45,3.73,2.07,0.0
20230311:1510,9592.8,373.58,19.64,3.74,2.34,0.0
20230311:1610,1799.1,85.28,10.66,3.31,2.28,0.0
20230311:1710,0.0,0.0,0.0,2.71,1.66,0.0
20230311:1810,0.0,0.0,0.0,1.65,1.38,0.0
20230311:1910,0.0,0.0,0.0,0.81,1.31,0.0
20230311:2010,0.0,0.0,0.0,-0.39,1.17,0.0
20230311:2110,0.0,0.0,0.0,0.72,0.69,0.0
20230311:2210,0.0,0.0,0.0,-0.05,0.9,0.0
20230311:2310,0.0,0.0,0.0,-1.75,1.17,0.0
20230312:0010,0.0,0.0,0.0,-2.36,1.24,0.0
20230312:0110,0.0,0.0,0.0,-2.45,1.24,0.0
20230312:0210,0.0,0.0,0.0,-2.71,1.45,0.0
20230312:0310,0.0,0.0,0.0,-2.46,1.66,0.0
20230312:0410,0.0,0.0,0.0,-1.43,1.52,0.0
20230312:0510,0.0,0.0,0.0,-1.02,1.59,0.0
20230312:0610,28.5,7.75,3.57,-0.04,1.59,0.0
20230312:0710,1595.4,75.76,13.11,1.01,1.79,0.0
20230312:0810,2229.9,100.14,21.89,2.64,1.93,0.0
20230312:0910,6021.9,240.91,29.37,4.2,2.34,0.0
20230312:1010,7812.6,308.39,34.87,6.07,3.72,0.0
20230312:1110,10192.5,401.34,37.67,7.76,3.17,0.0
20230312:1210,8163.6,325.69,37.29,8.73,3.52,0.0
20230312:1310,2188.2,101.06,33.8,9.39,4.07,0.0
20230312:1410,7854.6,313.25,27.77,9.8,4.76,0.0
20230312:1510,11363.1,449.16,19.93,10.15,4.62,0.0
20230312:1610,1881.9,90.81,10.93,9.56,3.17,0.0
20230312:1710,0.0,0.0,0.0,9.14,3.03,0.0
20230312:1810,0.0,0.0,0.0,7.91,2.69,0.0
20230312:1910,0.0,0.0,0.0,7.63,2.62,0.0
20230312:2010,0.0,0.0,0.0,6.93,2.69,0.0
20230312:2110,0.0,0.0,0.0,6.8,2.76,0.0
20230312:2210,0.0,0.0,0.0,6.63,2.76,0.0
20230312:2310,0.0,0.0,0.0,6.43,2.9,0.0
20230313:0010,0.0,0.0,0.0,6.54,2.97,0.0
20230313:0110,0.0,0.0,0.0,7.19,3.24,0.0
20230313:0210,0.0,0.0,0.0,7.34,3.38,0.0
20230313:0310,0.0,0.0,0.0,7.65,3.86,0.0
20230313:0410,0.0,0.0,0.0,7.94,4.0,0.0
20230313:0510,0.0,0.0,0.0,8.38,4.48,0.0
20230313:0610,0.0,2.58,3.91,8.63,4.55,0.0
20230313:0710,957.3,52.37,13.46,10.41,5.31,0.0
20230313:0810,3719.7,160.35,22.25,11.65,5.24,0.0
20230313:0910,3458.7,151.56,29.75,12.83,4.83,0.0
20230313:1010,22308.6,901.18,35.27,14.34,5.45,0.0
20230313:1110,11109.0,449.06,38.07,16.05,5.38,0.0
20230313:1210,22039.8,907.19,37.67,17.24,5.03,0.0
20230313:1310,19446.3,792.86,34.15,18.15,5.79,0.0
20230313:1410,7801.2,323.37,28.09,18.13,4.34,0.0
20230313:1510,8029.5,334.19,20.21,18.06,3.52,0.0
20230313:1610,3435.6,159.99,11.19,17.55,3.24,0.0
20230313:1710,0.0,0.0,0.0,15.92,2.55,0.0
20230313:1810,0.0,0.0,0.0,13.7,1.72,0.0
20230313:1910,0.0,0.0,0.0,12.36,1.86,0.0
20230313:2010,0.0,0.0,0.0,11.19,1.86,0.0
20230313:2110,0.0,0.0,0.0,11.21,2.69,0.0
20230313:2210,0.0,0.0,0.0,11.18,2.97,0.0
20230313:2310,0.0,0.0,0.0,10.67,3.31,0.0
20230314:0010,0.0,0.0,0.0,9.63,3.79,0.0
20230314:0110,0.0,0.0,0.0,8.69,4.76,0.0
20230314:0210,0.0,0.0,0.0,8.3,4.83,0.0
20230314:0310,0.0,0.0,0.0,8.12,4.9,0.0
20230314:0410,0.0,0.0,0.0,8.08,4.9,0.0
20230314:0510,0.0,0.0,0.0,7.95,4.76,0.0
20230314:0610,105.9,12.92,4.26,7.78,4.55,0.0
20230314:0710,7496.1,309.47,13.81,8.51,4.9,0.0
20230314:0810,13839.9,543.02,22.62,9.21,4.07,0.0
20230314:0910,11360.7,443.74,30.14,10.3,6.83,0.0
20230314:1010,21518.7,847.59,35.67,10.11,5.79,0.0
20230314:1110,3122.7,136.89,38.47,10.18,7.17,0.0
20230314:1210,4538.1,189.19,38.05,8.91,7.1,0.0
20230314:1310,21050.1,810.33,34.5,7.14,6.97,0.0
20230314:1410,6750.9,268.53,28.4,7.32,6.41,0.0
20230314:1510,6491.7,259.45,20.5,7.51,6.69,0.0
20230314:1610,2193.3,102.32,11.45,7.47,5.45,0.0
20230314:1710,0.0,1.72,1.79,6.96,4.41,0.0
20230314:1810,0.0,0.0,0.0,6.12,3.79,0.0
20230314:1910,0.0,0.0,0.0,5.54,3.79,0.0
20230314:2010,0.0,0.0,0.0,4.72,3.79,0.0
20230314:2110,0.0,0.0,0.0,3.7,3.93,0.0
20230314:2210,0.0,0.0,0.0,3.18,3.79,0.0
20230314:2310,0.0,0.0,0.0,2.52,3.59,0.0
20230315:0010,0.0,0.0,0.0,1.7,3.17,0.0
20230315:0110,0.0,0.0,0.0,1.22,2.62,0.0
20230315:0210,0.0,0.0,0.0,0.47,2.14,0.0
20230315:0310,0.0,0.0,0.0,0.22,1.93,0.0
20230315:0410,0.0,0.0,0.0,0.16,1.86,0.0
20230315:0510,0.0,0.0,0.0,0.0,1.86,0.0
20230315:0610,280.8,21.53,4.6,-0.34,1.93,0.0
20230315:0710,7899.6,315.88,14.16,0.04,2.0,0.0
20230315:0810,15436.2,591.71,22.99,1.82,2.62,0.0
20230315:0910,13925.1,534.21,30.52,3.68,3.17,0.0
20230315:1010,6500.7,258.79,36.06,5.25,4.55,0.0
20230315:1110,2641.8,116.68,38.86,5.68,4.34,0.0
20230315:1210,2273.1,102.9,38.43,6.0,4.21,0.0
20230315:1310,1692.9,80.85,34.85,6.56,4.14,0.0
20230315:1410,2749.2,121.28,28.72,6.66,3.72,0.0
20230315:1510,1864.8,87.28,20.78,5.75,3.38,0.0
20230315:1610,1625.7,78.5,11.72,5.1,2.83,0.0
20230315:1710,0.0,1.72,2.04,3.93,1.72,0.0
20230315:1810,0.0,0.0,0.0,3.16,0.83,0.0
20230315:1910,0.0,0.0,0.0,1.9,0.62,0.0
20230315:2010,0.0,0.0,0.0,0.81,1.38,0.0
20230315:2110,0.0,0.0,0.0,0.11,1.38,0.0
20230315:2210,0.0,0.0,0.0,-0.83,1.59,0.0
20230315:2310,0.0,0.0,0.0,-1.84,1.66,0.0
20230316:0010,0.0,0.0,0.0,-2.88,1.52,0.0
20230316:0110,0.0,0.0,0.0,-3.56,1.45,0.0
20230316:0210,0.0,0.0,0.0,-3.66,1.52,0.0
20230316:0310,0.0,0.0,0.0,-3.22,1.59,0.0
20230316:0410,0.0,0.0,0.0,-3.17,1.66,0.0
20230316:0510,0.0,0.0,0.0,-3.24,1.72,0.0
20230316:0610,341.1,24.11,4.95,-3.04,1.79,0.0
20230316:0710,7777.8,310.8,14.52,-0.63,1.38,0.0
20230316:0810,15128.7,586.3,23.36,2.26,1.59,0.0
20230316:0910,20267.1,797.98,30.91,4.44,2.21,0.0
20230316:1010,20990.7,833.16,36.46,6.22,2.69,0.0
20230316:1110,24776.4,1009.23,39.26,7.78,2.69,0.0
20230316:1210,25014.0,1028.88,38.81,8.97,2.55,0.0
20230316:1310,21297.0,864.47,35.2,9.98,2.48,0.0
20230316:1410,14989.8,597.5,29.03,10.64,2.55,0.0
20230316:1510,10256.4,411.33,21.06,10.91,2.69,0.0
20230316:1610,3445.2,155.14,11.98,10.56,2.41,0.0
20230316:1710,0.0,3.44,2.29,8.9,2.41,0.0
20230316:1810,0.0,0.0,0.0,7.46,2.55,0.0
20230316:1910,0.0,0.0,0.0,6.37,2.48,0.0
20230316:2010,0.0,0.0,0.0,5.48,2.55,0.0
20230316:2110,0.0,0.0,0.0,4.62,2.48,0.0
20230316:2210,0.0,0.0,0.0,3.92,2.34,0.0
20230316:2310,0.0,0.0,0.0,3.31,2.21,0.0
20230317:0010,0.0,0.0,0.0,2.84,2.07,0.0
20230317:0110,0.0,0.0,0.0,2.54,1.93,0.0
20230317:0210,0.0,0.0,0.0,2.32,1.93,0.0
20230317:0310,0.0,0.0,0.0,2.22,1.86,0.0
20230317:0410,0.0,0.0,0.0,2.03,1.86,0.0
20230317:0510,0.0,0.0,0.0,1.74,1.86,0.0
20230317:0610,332.7,24.11,5.3,1.45,1.93,0.0
20230317:0710,4183.5,175.12,14.88,2.81,1.66,0.0
20230317:0810,12403.8,489.59,23.73,6.71,1.45,0.0
20230317:0910,17195.1,697.85,31.3,10.38,1.38,0.0
20230317:1010,16759.2,690.27,36.86,13.33,1.45,0.0
20230317:1110,16688.4,697.28,39.67,15.52,1.31,0.0
20230317:1210,17398.8,736.27,39.2,16.97,1.17,0.0
20230317:1310,11043.0,460.56,35.55,17.58,1.1,0.0
20230317:1410,11431.5,475.75,29.34,17.81,1.24,0.0
20230317:1510,4518.0,197.26,21.35,17.62,1.31,0.0
20230317:1610,2205.9,106.86,12.24,16.45,1.66,0.0
20230317:1710,0.0,3.44,2.54,14.41,2.07,0.0
20230317:1810,0.0,0.0,0.0,11.87,2.07,0.0
20230317:1910,0.0,0.0,0.0,10.86,2.28,0.0
20230317:2010,0.0,0.0,0.0,9.73,2.21,0.0
20230317:2110,0.0,0.0,0.0,8.84,2.14,0.0
20230317:2210,0.0,0.0,0.0,7.99,2.07,0.0
20230317:2310,0.0,0.0,0.0,7.34,2.07,0.0
20230318:0010,0.0,0.0,0.0,6.69,2.07,0.0
20230318:0110,0.0,0.0,0.0,6.54,2.14,0.0
20230318:0210,0.0,0.0,0.0,6.5,2.14,0.0
20230318:0310,0.0,0.0,0.0,6.48,2.07,0.0
20230318:0410,0.0,0.0,0.0,6.13,2.07,0.0
20230318:0510,0.0,0.0,0.0,5.58,2.0,0.0
20230318:0610,363.6,25.84,5.65,4.67,2.0,0.0
20230318:0710,7776.9,319.46,15.23,6.15,1.59,0.0
20230318:0810,14413.8,582.27,24.1,10.7,1.38,0.0
20230318:0910,19056.9,788.77,31.68,12.93,1.45,0.0
20230318:1010,21951.9,937.66,37.26,14.35,1.17,0.0
20230318:1110,23428.8,1022.27,40.07,15.43,1.03,0.0
20230318:1210,23428.8,1021.12,39.58,16.2,1.24,0.0
20230318:1310,21482.7,919.78,35.9,16.72,1.52,0.0
20230318:1410,14188.5,587.99,29.65,16.92,1.59,0.0
20230318:1510,6811.8,287.03,21.63,16.65,1.24,0.0
20230318:1610,3500.1,161.79,12.5,15.88,0.48,0.0
20230318:1710,35.4,8.61,2.79,15.59,0.48,0.0
20230318:1810,0.0,0.0,0.0,14.61,0.41,0.0
20230318:1910,0.0,0.0,0.0,12.45,1.17,0.0
20230318:2010,0.0,0.0,0.0,10.0,1.52,0.0
20230318:2110,0.0,0.0,0.0,8.28,1.86,0.0
20230318:2210,0.0,0.0,0.0,7.56,1.86,0.0
20230318:2310,0.0,0.0,0.0,7.14,1.86,0.0
20230319:0010,0.0,0.0,0.0,6.81,1.79,0.0
20230319:0110,0.0,0.0,0.0,7.11,1.72,0.0
20230319:0210,0.0,0.0,0.0,7.43,1.79,0.0
20230319:0310,0.0,0.0,0.0,7.75,1.86,0.0
20230319:0410,0.0,0.0,0.0,7.84,1.93,0.0
20230319:0510,0.0,0.0,0.0,7.75,2.07,0.0
20230319:0610,50.7,9.47,6.0,7.7,2.14,0.0
20230319:0710,2124.9,98.77,15.59,8.54,1.79,0.0
20230319:0810,4599.3,193.58,24.47,9.8,1.52,0.0
20230319:0910,9253.5,373.22,32.07,11.25,1.86,0.0
20230319:1010,21219.0,878.01,37.67,12.99,2.28,0.0
20230319:1110,18971.7,783.91,40.47,14.02,2.21,0.0
20230319:1210,20253.0,850.67,39.96,14.05,1.52,0.0
20230319:1310,7843.2,321.33,36.24,12.94,2.07,0.0
20230319:1410,4659.3,196.79,29.96,11.18,2.34,0.0
20230319:1510,7225.5,296.06,21.9,10.52,0.76,0.0
20230319:1610,2020.2,96.7,12.76,11.03,0.97,0.0
20230319:1710,0.0,1.72,3.04,10.42,1.45,0.0
20230319:1810,0.0,0.0,0.0,9.4,1.66,0.0
20230319:1910,0.0,0.0,0.0,8.66,1.86,0.0
20230319:2010,0.0,0.0,0.0,7.67,1.86,0.0
20230319:2110,0.0,0.0,0.0,7.05,1.79,0.0
20230319:2210,0.0,0.0,0.0,6.28,1.86,0.0
20230319:2310,0.0,0.0,0.0,5.58,1.93,0.0
20230320:0010,0.0,0.0,0.0,5.66,1.79,0.0
20230320:0110,0.0,0.0,0.0,6.05,1.59,0.0
20230320:0210,0.0,0.0,0.0,5.32,1.79,0.0
20230320:0310,0.0,0.0,0.0,4.73,1.79,0.0
20230320:0410,0.0,0.0,0.0,4.26,1.79,0.0
20230320:0510,0.0,0.0,0.0,4.92,1.59,0.0
20230320:0610,492.9,32.78,6.34,5.91,1.45,0.0
20230320:0710,2181.0,100.45,15.95,7.34,1.72,0.0
20230320:0810,3509.4,150.98,24.84,8.31,2.62,0.0
20230320:0910,9016.2,358.8,32.46,9.04,2.76,0.0
20230320:1010,4627.8,194.63,38.07,9.72,2.48,0.0
20230320:1110,2321.7,106.58,40.87,9.88,2.76,0.0
20230320:1210,4559.7,192.79,40.34,10.98,3.17,0.0
20230320:1310,5976.9,246.97,36.59,11.35,2.97,0.0
20230320:1410,7542.0,306.32,30.27,11.65,2.76,0.0
20230320:1510,1997.4,94.63,22.18,11.6,2.76,0.0
20230320:1610,1084.8,57.88,13.02,11.12,2.55,0.0
20230320:1710,125.4,15.85,3.29,10.36,2.07,0.0
20230320:1810,0.0,0.0,0.0,9.46,1.59,0.0
20230320:1910,0.0,0.0,0.0,8.98,0.97,0.0
20230320:2010,0.0,0.0,0.0,8.4,0.9,0.0
20230320:2110,0.0,0.0,0.0,8.32,0.83,0.0
20230320:2210,0.0,0.0,0.0,7.58,0.9,0.0
20230320:2310,0.0,0.0,0.0,6.52,1.1,0.0
20230321:0010,0.0,0.0,0.0,5.85,1.17,0.0
20230321:0110,0.0,0.0,0.0,5.56,1.1,0.0
20230321:0210,0.0,0.0,0.0,5.26,1.1,0.0
20230321:0310,0.0,0.0,0.0,4.81,1.17,0.0
20230321:0410,0.0,0.0,0.0,4.47,1.17,0.0
20230321:0510,0.0,0.0,0.0,4.41,1.1,0.0
20230321:0610,607.8,37.98,6.69,4.05,1.17,0.0
20230321:0710,0.0,0.0,0.0,6.07,1.17,0.0
20230321:0810,0.0,0.0,0.0,9.39,1.17,0.0
20230321:0910,17329.5,704.46,32.85,10.82,1.45,0.0
20230321:1010,19338.3,800.95,38.47,12.28,1.45,0.0
20230321:1110,14314.8,587.22,41.27,13.07,1.17,0.0
20230321:1210,8682.3,357.64,40.72,13.66,1.17,0.0
20230321:1310,10869.6,445.63,36.93,13.92,1.1,0.0
20230321:1410,6202.5,260.09,30.58,14.16,1.03,0.0
20230321:1510,4207.2,182.53,22.46,14.22,0.97,0.0
20230321:1610,3692.1,168.24,13.27,14.11,0.55,0.0
20230321:1710,44.4,9.19,3.54,12.94,0.69,0.0
20230321:1810,0.0,0.0,0.0,11.31,1.1,0.0
20230321:1910,0.0,0.0,0.0,9.77,1.45,0.0
20230321:2010,0.0,0.0,0.0,8.85,1.79,0.0
20230321:2110,0.0,0.0,0.0,8.78,1.93,0.0
20230321:2210,0.0,0.0,0.0,8.91,1.93,0.0
20230321:2310,0.0,0.0,0.0,8.47,1.93,0.0
20230322:0010,0.0,0.0,0.0,7.57,2.07,0.0
20230322:0110,0.0,0.0,0.0,6.61,2.14,0.0
20230322:0210,0.0,0.0,0.0,5.79,2.07,0.0
20230322:0310,0.0,0.0,0.0,5.12,2.0,0.0
20230322:0410,0.0,0.0,0.0,4.79,2.07,0.0
20230322:0510,0.0,0.0,0.0,4.5,2.07,0.0
20230322:0610,1485.0,84.07,7.04,4.39,2.0,0.0
20230322:0710,0.0,0.0,0.0,6.8,1.79,0.0
20230322:0810,14627.4,586.28,25.58,10.55,2.07,0.0
20230322:0910,19590.3,796.42,33.23,12.49,2.76,0.0
20230322:1010,20693.1,851.58,38.87,14.14,3.03,0.0
20230322:1110,21974.1,913.6,41.67,15.47,3.31,0.0
20230322:1210,23882.1,1002.73,41.1,16.4,3.52,0.0
20230322:1310,20501.4,848.0,37.28,16.9,3.72,0.0
20230322:1410,17995.2,738.44,30.88,16.9,3.52,0.0
20230322:1510,12105.0,496.51,22.74,16.67,3.24,0.0
20230322:1610,6154.8,275.51,13.53,16.03,2.28,0.0
20230322:1710,167.1,18.18,3.78,14.58,1.79,0.0
20230322:1810,0.0,0.0,0.0,12.92,1.93,0.0
20230322:1910,0.0,0.0,0.0,11.11,2.07,0.0
20230322:2010,0.0,0.0,0.0,9.83,2.21,0.0
20230322:2110,0.0,0.0,0.0,9.26,2.34,0.0
20230322:2210,0.0,0.0,0.0,9.53,2.41,0.0
20230322:2310,0.0,0.0,0.0,10.04,2.55,0.0
20230323:0010,0.0,0.0,0.0,10.33,2.55,0.0
20230323:0110,0.0,0.0,0.0,10.54,2.62,0.0
20230323:0210,0.0,0.0,0.0,11.01,2.97,0.0
20230323:0310,0.0,0.0,0.0,11.48,3.38,0.0
20230323:0410,0.0,0.0,0.0,11.77,3.72,0.0
20230323:0510,0.0,0.0,0.0,11.67,3.66,0.0
20230323:0610,8.7,6.43,7.39,11.54,3.45,0.0
20230323:0710,1168.2,61.56,17.02,12.31,3.72,0.0
20230323:0810,5309.7,222.38,25.95,13.02,3.45,0.0
20230323:0910,6536.7,270.62,33.62,13.74,3.1,0.0
20230323:1010,8482.5,346.35,39.27,14.46,3.79,0.0
20230323:1110,6935.7,287.43,42.07,15.13,4.34,0.0
20230323:1210,6421.2,267.65,41.48,14.92,3.86,0.0
20230323:1310,7252.2,299.92,37.62,15.28,3.72,0.0
20230323:1410,4194.6,182.15,31.19,15.47,3.31,0.0
20230323:1510,3392.7,151.1,23.01,15.69,3.03,0.0
20230323:1610,1040.4,56.96,13.78,15.22,2.34,0.0
20230323:1710,8.1,6.43,4.03,14.51,2.14,0.0
20230323:1810,0.0,0.0,0.0,13.69,2.07,0.0
20230323:1910,0.0,0.0,0.0,13.25,3.17,0.0
20230323:2010,0.0,0.0,0.0,12.89,3.03,0.0
20230323:2110,0.0,0.0,0.0,12.63,2.9,0.0
20230323:2210,0.0,0.0,0.0,12.22,2.69,0.0
20230323:2310,0.0,0.0,0.0,11.9,2.34,0.0
20230324:0010,0.0,0.0,0.0,11.37,2.41,0.0
20230324:0110,0.0,0.0,0.0,11.33,2.55,0.0
20230324:0210,0.0,0.0,0.0,11.42,2.69,0.0
20230324:0310,0.0,0.0,0.0,11.11,2.69,0.0
20230324:0410,0.0,0.0,0.0,11.33,2.97,0.0
20230324:0510,0.0,0.0,0.0,11.46,3.24,0.0
20230324:0610,1194.6,68.34,7.74,12.24,3.72,0.0
20230324:0710,328.8,24.81,17.37,11.7,4.21,0.0
20230324:0810,1284.9,66.15,26.32,11.71,4.48,0.0
20230324:0910,3612.0,157.11,34.01,12.25,4.9,0.0
20230324:1010,14992.2,598.25,39.67,13.19,4.62,0.0
20230324:1110,13482.9,536.77,42.47,13.78,6.07,0.0
20230324:1210,7943.7,322.8,41.85,13.49,5.72,0.0
20230324:1310,6342.9,261.58,37.96,13.09,5.03,0.0
20230324:1410,3027.3,135.06,31.49,12.74,4.21,0.0
20230324:1510,4258.5,181.67,23.28,12.34,4.28,0.0
20230324:1610,346.8,25.73,14.04,12.29,3.59,0.0
20230324:1710,102.0,12.86,4.27,11.89,3.66,0.0
20230324:1810,0.0,0.0,0.0,11.03,3.45,0.0
20230324:1910,0.0,0.0,0.0,10.23,4.0,0.0
20230324:2010,0.0,0.0,0.0,9.66,4.21,0.0
20230324:2110,0.0,0.0,0.0,9.12,4.28,0.0
20230324:2210,0.0,0.0,0.0,8.82,4.48,0.0
20230324:2310,0.0,0.0,0.0,8.44,4.48,0.0
20230325:0010,0.0,0.0,0.0,7.92,4.62,0.0
20230325:0110,0.0,0.0,0.0,7.62,4.69,0.0
20230325:0210,0.0,0.0,0.0,7.37,4.83,0.0
20230325:0310,0.0,0.0,0.0,7.29,4.97,0.0
20230325:0410,0.0,0.0,0.0,6.92,5.31,0.0
20230325:0510,0.0,0.0,0.0,6.61,5.1,0.0
20230325:0610,1103.1,60.79,8.09,6.46,4.97,0.0
20230325:0710,6555.0,267.17,17.73,7.08,4.41,0.0
20230325:0810,15664.8,607.68,26.69,8.06,5.24,0.0
20230325:0910,2391.0,108.41,34.39,8.66,5.66,0.0
20230325:1010,16153.8,626.36,40.07,8.55,6.21,0.0
20230325:1110,19115.7,749.59,42.86,9.46,5.72,0.0
20230325:1210,20475.9,808.9,42.23,10.23,5.52,0.0
20230325:1310,23994.0,946.98,38.3,9.61,6.07,0.0
20230325:1410,7612.2,305.04,31.79,10.31,5.52,0.0
20230325:1510,13584.0,535.43,23.55,10.52,5.38,0.0
20230325:1610,6166.2,265.59,14.29,10.01,5.72,0.0
20230325:1710,195.0,18.51,4.52,9.28,5.03,0.0
20230325:1810,0.0,0.0,0.0,8.13,4.69,0.0
20230325:1910,0.0,0.0,0.0,8.8,4.34,0.0
20230325:2010,0.0,0.0,0.0,8.22,4.21,0.0
20230325:2110,0.0,0.0,0.0,7.58,3.79,0.0
20230325:2210,0.0,0.0,0.0,7.22,3.52,0.0
20230325:2310,0.0,0.0,0.0,6.82,3.38,0.0
20230326:0010,0.0,0.0,0.0,6.7,3.03,0.0
20230326:0110,0.0,0.0,0.0,6.33,2.76,0.0
20230326:0210,0.0,0.0,0.0,6.05,2.55,0.0
20230326:0310,0.0,0.0,0.0,5.71,2.34,0.0
20230326:0410,0.0,0.0,0.0,5.5,2.34,0.0
20230326:0510,0.0,0.0,0.0,5.69,2.21,0.0
20230326:0610,122.4,13.78,8.44,5.89,2.14,0.0
20230326:0710,952.5,51.45,18.09,6.44,2.48,0.0
20230326:0810,1176.9,60.64,27.06,6.85,2.69,0.0
20230326:0910,8946.6,353.31,34.78,7.49,3.31,0.0
20230326:1010,8272.8,328.82,40.47,8.15,4.07,0.0
20230326:1110,12975.3,510.15,43.26,9.92,4.97,0.0
20230326:1210,13876.5,548.36,42.61,11.21,4.97,0.0
20230326:1310,15830.4,626.78,38.64,11.7,4.83,0.0
20230326:1410,5952.6,244.63,32.09,11.39,4.97,0.0
20230326:1510,2755.2,122.85,23.82,9.5,4.21,0.0
20230326:1610,1236.6,63.39,14.54,8.42,3.38,0.0
20230326:1710,206.7,18.38,4.76,7.22,4.14,0.0
20230326:1810,0.0,0.0,0.0,6.04,4.0,0.0
20230326:1910,0.0,0.0,0.0,5.72,3.45,0.0
20230326:2010,0.0,0.0,0.0,5.29,3.38,0.0
20230326:2110,0.0,0.0,0.0,5.14,3.38,0.0
